"","Country.of.Origin","Farm.Name","Mill","Company","Altitude","Region","Producer","Number.of.Bags","Bag.Weight","In.Country.Partner","Harvest.Year","Grading.Date","Owner","Variety","Processing.Method","Aroma","Flavor","Aftertaste","Acidity","Body","Balance","Uniformity","Clean.Cup","Sweetness","Overall","Total.Cup.Points","Moisture","Category.One.Defects","Quakers","Color","Category.Two.Defects","Farm.Region","Region.Country","Quality.Classification"
"78","Costa Rica",NA,"cafe altura de san ramon","the coffee source inc",1300,"west valley","cafe altura de san ramon",250,"3 lbs","Specialty Coffee Association","2014","May 1st, 2014","the coffee source inc","Caturra","Washed / Wet",7.92,8.08,8,7.92,8,8.08,10,10,9.33,8,85.33,0,0,0,"Bluish-Green",0,"NA-west valley","west valley-Costa Rica","Commodity"
"79","Costa Rica",NA,"cafe altura de san ramon","the coffee source inc",1300,"san ramon","several",250,"3 lbs","Specialty Coffee Association","2014","May 1st, 2014","the coffee source inc","Caturra","Washed / Wet",8,7.58,7.58,7.67,8.08,8.5,10,10,10,7.92,85.33,0.1,0,0,"Bluish-Green",2,"NA-san ramon","san ramon-Costa Rica","Specialty"
"80","Kenya",NA,NA,"Other",1600,"central kenya","kianjogu  rutuma fcs ltd",20,"60 kg","Kenya Coffee Traders Association","2012","April 19th, 2013","Other","SL34","Washed / Wet",7.83,8.08,7.75,8.08,7.92,7.75,10,10,10,7.92,85.33,0,0,0,"Green",2,"NA-central kenya","central kenya-Kenya","Commodity"
"81","Kenya",NA,"nkg/ck/hc/ss/kccm","Other",1200,"central kenya",NA,300,"60 kg","Kenya Coffee Traders Association","2012","March 12th, 2013","Other","SL34","Washed / Wet",8,7.92,7.92,8.08,7.83,7.75,10,10,10,7.83,85.33,0,0,0,"Green",6,"NA-central kenya","central kenya-Kenya","Commodity"
"82","Ethiopia","phone number | 0911513824 email gmtft",NA,"Other",1875,"yirgacheffe","contact name | egziabhez mezgebe gmt industrial plc",360,"6 kg","Ethiopia Commodity Exchange","2010","June 17th, 2010","ethiopia commodity exchange","Other","Other",7.83,7.83,7.92,8.08,7.75,7.83,10,10,10,8.08,85.33,0.05,0,0,NA,2,"phone number | 0911513824 email gmtft-yirgacheffe","yirgacheffe-Ethiopia","Commodity"
"83","Ethiopia",NA,NA,"Other",1875,"yirgacheffe","contact name | hailu gebre hiwot",300,"6","Ethiopia Commodity Exchange","2010","June 17th, 2010","ethiopia commodity exchange","Typica","Other",7.92,7.83,7.75,8.33,7.75,7.75,10,10,10,8,85.33,0.1,0,0,NA,3,"NA-yirgacheffe","yirgacheffe-Ethiopia","Specialty"
"84","Guatemala","la esperanza y anexos","beneficio ixchel","unex guatemala sa",1310.64,"oriente","margarita avila de nuyens",250,"69 kg","Asociacion Nacional Del Café","2016","April 27th, 2016","juan luis alvarado romero","Bourbon","Washed / Wet",8,7.92,7.75,8,7.92,7.83,10,10,10,7.83,85.25,0.1,0,2,"Green",2,"la esperanza y anexos-oriente","oriente-Guatemala","Commodity"
"85","Colombia",NA,"trilladora agricola","exportadora de cafe condor sa",1550,"santander","varios",275,"70 kg","Almacafé","2015","April 8th, 2015","exportadora de cafe condor sa","Caturra","Washed / Wet",8.17,7.92,7.83,8,7.58,7.83,10,10,10,7.92,85.25,0.11,0,0,"Green",0,"NA-santander","santander-Colombia","Specialty"
"86","Colombia",NA,"trilladora boananza","ecom cca sa",1550,"santander",NA,250,"70 kg","Almacafé","2014","January 17th, 2014","compañia colombiana agroindustrial sa","Caturra","Natural / Dry",7.58,8.08,7.92,7.83,8,7.92,10,10,10,7.92,85.25,0.12,0,0,"Green",2,"NA-santander","santander-Colombia","Specialty"
"87","Indonesia",NA,NA,"Other",1325,"lintong",NA,54,"60 kg","Specialty Coffee Association","2012","November 26th, 2012","Other","Sumatra Lintong","Semi-washed / Semi-pulped",7.75,7.83,7.67,8,8.08,7.83,10,10,10,8,85.17,0.11,0,0,"Green",3,"NA-lintong","lintong-Indonesia","Specialty"
"88","Guatemala","coop hoja blanca  fedecocagua","coop. hoja blanca - fedecocagua","the coffee source inc",1400,"huehuetenango","coop hoja blanca  fedecocagua",250,"1 kg","Specialty Coffee Association","2012","January 18th, 2012","the coffee source inc","Caturra","Washed / Wet",8.25,8,7.67,7.92,7.75,7.67,10,10,10,7.92,85.17,0,0,0,NA,7,"coop hoja blanca  fedecocagua-huehuetenango","huehuetenango-Guatemala","Commodity"
"89","Ethiopia","seid damtew coffee planation","at site and addis ababa","Other",1800,"kefa zone gimbo distict at a place called woka araba south west ethiopia","seid damtew coffee planation",320,"19200 kg","METAD Agricultural Development plc","2016","August 9th, 2016","Other","Other","Natural / Dry",7.75,8,7.58,8,8,7.92,10,10,10,7.83,85.08,0.11,0,1,"Green",8,"seid damtew coffee planation-kefa zone gimbo distict at a place called woka araba south west ethiopia","kefa zone gimbo distict at a place called woka araba south west ethiopia-Ethiopia","Commodity"
"90","Colombia",NA,"pasto","carcafe ltda",2560,"pasto","jose albeiro gomez  luis jaber realpe",250,"70 kg","Almacafé","2015","August 18th, 2015","carcafe ltda ci","Caturra","Natural / Dry",8.17,7.83,7.58,8.08,8,7.75,10,10,10,7.67,85.08,0,0,0,NA,0,"NA-pasto","pasto-Colombia","Commodity"
"91","Ethiopia","aricha coop","aricha coop","Other",1700,"aricha","bnt",100,"60 kg","Specialty Coffee Association","2014","October 7th, 2014","Other","Other","Natural / Dry",8.42,8,7.42,8,7.92,7.92,9.33,10,10,8.08,85.08,0.1,2,0,"Green",7,"aricha coop-aricha","aricha-Ethiopia","Commodity"
"92","United States (Hawaii)",NA,NA,"kona pacific farmers cooperative",518.16,"kona",NA,12,"100 lbs","Specialty Coffee Association","2014","March 10th, 2014","eileen koyanagi","Hawaiian Kona","Natural / Dry",7.58,7.83,7.83,7.92,7.83,8.17,10,10,10,7.92,85.08,0.11,2,0,"Bluish-Green",2,"NA-kona","kona-United States (Hawaii)","Commodity"
"93","Colombia",NA,NA,"carcafe ltda",2136,"cundinamarca","orlando ortiz wilson ortizgilberto acosta",250,"70 kg","Almacafé","2012","March 16th, 2012","carcafe ltda ci","Caturra","Natural / Dry",7.83,8,7.75,7.75,7.83,7.83,10,10,10,8.08,85.08,0.11,0,0,"Green",8,"NA-cundinamarca","cundinamarca-Colombia","Commodity"
"94","United States (Hawaii)",NA,NA,"Other",518.16,"kona","kona pacific farmers cooperative",13,"100 lbs","Specialty Coffee Association","2011","December 27th, 2010","kona pacific farmers cooperative","Hawaiian Kona","Natural / Dry",8.08,8.17,7.92,8,8.08,8,9.33,9.33,10,8.17,85.08,0.01,1,0,NA,7,"NA-kona","kona-United States (Hawaii)","Commodity"
"95","Ethiopia",NA,NA,"Other",1550,"sidamo","exporter name | muluneh kaka | phone 0114390290",360,"6","Ethiopia Commodity Exchange","2010","June 17th, 2010","ethiopia commodity exchange","Other","Other",7.67,8,7.83,8,7.92,7.83,10,10,10,7.83,85.08,0,0,0,NA,5,"NA-sidamo","sidamo-Ethiopia","Commodity"
"96","United States (Hawaii)","kona pacific farmers cooperative","kona pacific farmers cooperative","Other",518.16,"kona",NA,27,"0 lbs","Specialty Coffee Association","2010","May 17th, 2010","kona pacific farmers cooperative","Hawaiian Kona","Other",7.5,7.92,8.25,7.83,7.92,7.75,10,10,10,7.92,85.08,0,0,0,NA,0,"kona pacific farmers cooperative-kona","kona-United States (Hawaii)","Commodity"
"97","Uganda","mount elgon area","kyagalanyi coffee ltd","Other",1800,"eastern uganda","kyagalanyi coffee ltd",200,"60 kg","Uganda Coffee Development Authority","2016","July 24th, 2017","Other","SL14","Washed / Wet",8.17,7.92,7.75,7.75,7.67,7.75,10,10,10,8,85,0.11,0,0,"Green",1,"mount elgon area-eastern uganda","eastern uganda-Uganda","Specialty"
"98","Colombia",NA,"bachue","racafe  cia sca",1750,"huila","la plata",135,"70 kg","Almacafé","2016","February 15th, 2017","racafe  cia sca","Caturra","Washed / Wet",8,7.92,7.75,7.92,7.75,7.83,10,10,10,7.83,85,0,0,0,"Green",3,"NA-huila","huila-Colombia","Commodity"
"99","Costa Rica","estate la patricia","micro beneficio la cabaña-javier meza","Other",1900,"tarrazu","manuel montero",36,"46 kg","Specialty Coffee Association","2016","January 30th, 2017","Other","Catuai","Washed / Wet",7.83,8,7.58,7.92,7.92,7.83,10,10,10,7.92,85,0.12,1,1,"Green",1,"estate la patricia-tarrazu","tarrazu-Costa Rica","Commodity"
"100","Mexico",NA,"cafetal el equimite, rancho agroecológico","Other",1300,"veracruz","varios productores minifundistas",1,"30 kg","Centro Agroecológico del Café A.C.","2015","September 21st, 2016","Other","Typica","Washed / Wet",7.83,8,7.83,7.75,7.67,7.83,10,10,10,8.08,85,0.09,0,0,"Green",3,"NA-veracruz","veracruz-Mexico","Specialty"
"101","Kenya",NA,"ckcm","Other",1200,NA,NA,170,"60 kg","Kenya Coffee Traders Association","2015","May 7th, 2016","Other","SL28","Washed / Wet",8.17,7.83,7.92,7.75,7.67,7.83,10,10,10,7.83,85,0.11,0,5,"Green",7,"NA-NA","NA-Kenya","Commodity"
"102","Kenya","machure estate",NA,"Other",1580,"central kenya",NA,38,"60 kg","Kenya Coffee Traders Association","2012","April 19th, 2013","Other","SL34","Washed / Wet",7.75,7.83,7.75,8.08,8,7.75,10,10,10,7.83,85,0,0,0,"Green",5,"machure estate-central kenya","central kenya-Kenya","Commodity"
"103","Brazil","sitío são geraldo",NA,"nucoffee",1100,"grama valley","idalina m de andrade ferreira",31,"60 kg","NUCOFFEE","2012","February 29th, 2012","nucoffee","Mundo Novo","Natural / Dry",8,8,7.83,7.83,7.67,7.67,10,10,10,8,85,0.12,0,0,"Green",3,"sitío são geraldo-grama valley","grama valley-Brazil","Specialty"
"104","Mexico","kassandra",NA,"Other",1400,"mexico","finca kassandra",1,"1 kg","Specialty Coffee Association","2011","April 6th, 2011","Other","Pacamara","Other",7.92,8.17,7.75,8.08,7.42,7.83,10,10,10,7.83,85,0,0,0,NA,0,"kassandra-mexico","mexico-Mexico","Commodity"
"105","United States (Hawaii)","kona pacific farmers cooperative",NA,"Other",518.16,"kona",NA,15,"100 lbs","Specialty Coffee Association","2011","February 24th, 2011","kona pacific farmers cooperative","Hawaiian Kona","Other",7.75,7.92,7.75,7.75,8,8,10,10,10,7.83,85,0,0,0,NA,1,"kona pacific farmers cooperative-kona","kona-United States (Hawaii)","Commodity"
"106","Guatemala","la igualdad","concepcion","Other",1325.88,"chuva san marcos","federico weller",275,"69 kg","Specialty Coffee Association","2010","September 7th, 2010","Other","Bourbon","Other",7.83,8.08,7.67,8,7.75,7.67,10,10,10,8,85,0.04,0,0,NA,1,"la igualdad-chuva san marcos","chuva san marcos-Guatemala","Commodity"
"107","Colombia",NA,"bachue","racafe  cia sca",1750,"huila","la plata",243,"70 kg","Almacafé","2016","November 25th, 2016","racafe  cia sca","Caturra","Washed / Wet",7.92,7.92,7.67,7.83,7.92,7.83,10,10,10,7.83,84.92,0,1,6,NA,2,"NA-huila","huila-Colombia","Commodity"
"108","Colombia",NA,NA,"racafe  cia sca",1775,"huila","la plata",252,"70 kg","Almacafé","2015","October 26th, 2015","racafe  cia sca","Caturra","Washed / Wet",7.92,7.83,7.75,7.83,7.75,8,10,10,10,7.83,84.92,0.12,0,0,"Green",1,"NA-huila","huila-Colombia","Specialty"
"109","Taiwan","baishengcun coffee ","baishengcun coffee ???????","taiwan coffee laboratory",800,"natou county","su chuen shian ",20,"40 kg","Specialty Coffee Association","2015","June 9th, 2015","lin chehao krude ","Typica","Semi-washed / Semi-pulped",7.67,7.83,8,7.58,8,7.92,10,10,10,7.92,84.92,0.11,0,0,"Green",0,"baishengcun coffee -natou county","natou county-Taiwan","Specialty"
"110","Tanzania, United Republic Of","hasambo amcos","taylor winch (t) ltd","Other",1620,"mbeya","hasambo amcos",134,"60 kg","Africa Fine Coffee Association","2014","December 12th, 2014","Other","Other","Washed / Wet",8,7.83,7.83,7.92,7.75,7.75,10,10,10,7.83,84.92,0.12,0,0,"Green",2,"hasambo amcos-mbeya","mbeya-Tanzania, United Republic Of","Specialty"
"111","Colombia",NA,NA,"racafe  cia sca",1775,"huila","la plata",50,"70 kg","Almacafé","2012","December 11th, 2012","racafe  cia sca","Caturra","Washed / Wet",7.75,7.92,7.83,7.75,7.75,8,10,10,10,7.92,84.92,0.11,0,0,"Green",3,"NA-huila","huila-Colombia","Specialty"
"112","Mexico","el suspiro","pacho viejo","Other",1200,"coatepec","artemio zapata tejeda",25,"1 kg","AMECAFE","2012","July 11th, 2012","Other","Typica","Semi-washed / Semi-pulped",7.75,8,7.75,7.83,7.5,7.92,10,10,10,8.17,84.92,0.11,0,0,NA,0,"el suspiro-coatepec","coatepec-Mexico","Specialty"
"113","Brazil","fazenda grota funda",NA,"nucoffee",1200,"south of minas","glaucio carneiro pinto",4,"60 kg","NUCOFFEE","2011","December 23rd, 2011","nucoffee","Bourbon","Natural / Dry",8,7.92,7.75,7.75,8,7.75,10,10,10,7.75,84.92,0.11,0,0,"Green",2,"fazenda grota funda-south of minas","south of minas-Brazil","Specialty"
"114","Brazil","sitio claro",NA,"nucoffee",1000,"south of minas","ricardo luiz ferreira",10,"60 kg","NUCOFFEE","2011","December 3rd, 2011","nucoffee","Catuai","Natural / Dry",8,8,7.75,8,7.5,7.75,10,10,10,7.92,84.92,0.12,0,0,"Green",2,"sitio claro-south of minas","south of minas-Brazil","Specialty"
"115","Kenya",NA,NA,"Other",1200,NA,NA,320,"60 kg","Specialty Coffee Association","2010","August 26th, 2010","Other","SL28","Other",8,7.67,7.83,8.17,7.92,7.75,10,10,10,7.58,84.92,0.06,1,0,NA,9,"NA-NA","NA-Kenya","Commodity"
"116","Taiwan","shi fang yuan ","shi fang yuan ???","taiwan coffee laboratory",350,"dongshan dist tainan city ","wang chao yung ",10,"20 kg","Specialty Coffee Association","2016","May 18th, 2016","lin chehao krude ","Typica","Natural / Dry",7.92,7.58,7.83,7.83,7.83,7.83,10,10,10,8,84.83,0,0,0,"Green",0,"shi fang yuan -dongshan dist tainan city ","dongshan dist tainan city -Taiwan","Commodity"
"117","Uganda","mtelgon bugisu shamba 2","kawacom","kawacom uganda ltd",1650,"eastern","sipi organic coffee project",1,"60 kg","Uganda Coffee Development Authority","2013","June 30th, 2014","Other","SL14","Natural / Dry",7.75,7.92,7.67,7.67,8.25,7.75,10,10,10,7.83,84.83,0.12,0,0,"Green",1,"mtelgon bugisu shamba 2-eastern","eastern-Uganda","Specialty"
"118","United States (Hawaii)",NA,NA,"kona pacific farmers cooperative",518.16,"kona",NA,14,"100 lbs","Specialty Coffee Association","2012","April 6th, 2012","kona pacific farmers cooperative","Hawaiian Kona","Natural / Dry",7.67,7.75,7.75,7.75,7.83,8,10,10,10,8.08,84.83,0,3,0,NA,15,"NA-kona","kona-United States (Hawaii)","Commodity"
"119","Ethiopia","contact | sidacoopethionetnet","coffee processing and warehouse enterpri","Other",1750,"sidamo","sidama coffee farmers coop union",300,"6","Ethiopia Commodity Exchange","2010","June 17th, 2010","ethiopia commodity exchange","Other","Other",7.75,7.92,7.83,7.92,7.75,7.67,10,10,10,8,84.83,0.1,0,0,NA,2,"contact | sidacoopethionetnet-sidamo","sidamo-Ethiopia","Specialty"
"120","Ethiopia","contact | sidacoopethionetnet","coffee processing and warehouse enterpri","Other",1750,"sidamo","sidama coffee farmers coop union",300,"6","Ethiopia Commodity Exchange","2010","June 17th, 2010","Other","Other","Other",7.42,7.92,7.92,8,7.83,7.83,10,10,10,7.92,84.83,0.1,0,0,NA,4,"contact | sidacoopethionetnet-sidamo","sidamo-Ethiopia","Specialty"
"121","Thailand","matsuzawa coffee","matsuzawa coffee","Other",1200,"thailand","matsuzawa coffee",50,"50 kg","Specialty Coffee Institute of Asia","2015","June 27th, 2016"," koju matsuzawa","Caturra","Pulped natural / honey",7.75,7.75,7.75,7.75,8,7.75,10,10,10,8,84.75,0.12,0,0,"Green",0,"matsuzawa coffee-thailand","thailand-Thailand","Specialty"
"122","Kenya","karatina","sagana","Other",1800,"nyeri","karatina",150,"60 kg","Kenya Coffee Traders Association","2014","June 2nd, 2015","Other","SL34","Washed / Wet",7.92,7.83,7.58,7.92,7.75,7.83,10,10,10,7.92,84.75,0.13,0,0,"Green",0,"karatina-nyeri","nyeri-Kenya","Commodity"
"123","Honduras","cerro bueno","cadexsa","cadexsa",1450,"marcala","omar acosta",275,"1 kg","Instituto Hondureño del Café","2014","April 25th, 2014","cadexsa","Catuai","Washed / Wet",7.83,7.75,8,7.67,7.67,7.67,10,10,10,8.17,84.75,0.11,0,0,"Green",4,"cerro bueno-marcala","marcala-Honduras","Specialty"
"124","El Salvador",NA,"la majada cooperative","Other",1200,"santa ana",NA,250,"69 kg","Specialty Coffee Association","2011","August 23rd, 2011","the coffee source inc","Bourbon","Other",7.75,8,8,8.33,7.67,7.92,10,10,9.33,7.75,84.75,0.15,0,0,NA,3,"NA-santa ana","santa ana-El Salvador","Commodity"
"125","Nicaragua","santa martha","beneficio atlantic sebaco","Other",925,"jinotega","juan alvaro munguia",2,"6","Specialty Coffee Association","2010","May 31st, 2010","grounds for health admin","Caturra","Other",7.83,7.58,7.58,7.83,7.75,7.67,10,10,10,8.5,84.75,0.18,0,0,NA,2,"santa martha-jinotega","jinotega-Nicaragua","Commodity"
"126","El Salvador","monterrey","j.j. borja nathan","Other",1350,"apaneca","jj borja nathan",150,"69 kg","Salvadoran Coffee Council","2016","June 26th, 2017","consejo salvadoreño del café","Bourbon","Washed / Wet",7.83,7.83,7.5,8,7.83,7.67,10,10,10,8,84.67,0,0,0,"Blue-Green",2,"monterrey-apaneca","apaneca-El Salvador","Commodity"
"127","Indonesia","sran temanggung plantation","wet hulling","Other",1200,"temanggung indonesia","pt shriya artha nusantara",2,"1 kg","Specialty Coffee Association of Indonesia","2016","November 24th, 2016","Other","Java","Washed / Wet",7.92,7.83,7.75,7.75,7.75,7.75,10,10,10,7.92,84.67,0.12,0,0,"Green",7,"sran temanggung plantation-temanggung indonesia","temanggung indonesia-Indonesia","Commodity"
"128","Japan","ada farm","ada farm","Other",170,"ada okinawa japan","taijiro tokuda",20,"1 kg","Specialty Coffee Institute of Asia","2016","November 2nd, 2016"," koju matsuzawa","Mundo Novo","Pulped natural / honey",7.75,7.75,7.75,7.42,8.08,7.83,10,10,10,8.08,84.67,0.12,0,0,"Green",0,"ada farm-ada okinawa japan","ada okinawa japan-Japan","Specialty"
"129","Costa Rica","rio jorco","rio jorco","Other",1150,"tarrazu","johanna",15,"69 kg","Specialty Coffee Association of Costa Rica","2015","October 4th, 2016","Other","Catuai","Washed / Wet",8.08,7.75,7.67,7.83,7.5,7.92,10,10,10,7.92,84.67,0.1,0,0,"Blue-Green",2,"rio jorco-tarrazu","tarrazu-Costa Rica","Specialty"
"130","Guatemala","san diego buena vista","san diego buena vista","Other",1600,"acatenango","juan bock",120,"34 kg","Asociacion Nacional Del Café","2015","June 1st, 2016","juan luis alvarado romero","Bourbon","Washed / Wet",7.75,7.83,7.58,8,7.92,7.75,10,10,10,7.83,84.67,0.1,0,0,"Green",1,"san diego buena vista-acatenango","acatenango-Guatemala","Specialty"
"131","Costa Rica","coopetarrazú","coopetarrazú","Other",1750,"tarrazu","coopetarrazú",50,"1 lbs","Specialty Coffee Association of Costa Rica","2014","July 6th, 2015","Other","Caturra","Washed / Wet",8.17,8,7.83,7.17,7.83,7.75,10,10,10,7.92,84.67,0.12,0,0,"Green",0,"coopetarrazú-tarrazu","tarrazu-Costa Rica","Specialty"
"132","Ethiopia","moplaco","moplaco","essence coffee",1900,"yirgacheffe","moplaco",250,"30 kg","Blossom Valley International","2014","May 23rd, 2015","essencecoffee","Ethiopian Yirgacheffe","Washed / Wet",8.08,7.83,7.75,7.83,7.58,7.67,10,10,10,7.92,84.67,0.1,0,0,NA,3,"moplaco-yirgacheffe","yirgacheffe-Ethiopia","Specialty"
"133","Costa Rica","finca salaca las brisas","beneficio las brisas","essence coffee",1750,"costa rica","maria elena castro",20,"69 kg","Blossom Valley International","2014","May 23rd, 2015","essencecoffee","Other","Other",7.67,7.58,7.75,7.75,7.67,8.58,10,10,10,7.67,84.67,0.08,0,0,"Green",1,"finca salaca las brisas-costa rica","costa rica-Costa Rica","Commodity"
"134","Costa Rica",NA,"coricafe sa","coricafe sa",1200,"west valley","coricafe blend",275,"1 kg","Specialty Coffee Association of Costa Rica","2014","March 5th, 2014","eric thormaehlen","Catuai","Washed / Wet",8,7.58,7.83,7.75,7.75,7.75,10,10,10,8,84.67,0.11,0,0,"Green",4,"NA-west valley","west valley-Costa Rica","Specialty"
"135","Costa Rica",NA,NA,"Other",1200,NA,NA,1,"2 kg","Specialty Coffee Association","2012","January 3rd, 2014","Other","Caturra","Washed / Wet",8.08,7.83,7.75,7.83,7.92,8,10,10,9.33,7.92,84.67,0,1,0,"Green",10,"NA-NA","NA-Costa Rica","Commodity"
