,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA,Expiration,Certification Body,Certification Address,Certification Contact
0,Honduras,Cerro Negro,2668,seco,13-108-1054,Compañia Hondureña del Café S.A. de C.V.,1400,"Zona de Santa Marta, municipio de San Marcos, departamento de Ocotepeque, Honduras",Feliciano Rivera,275,69 kg,Instituto Hondureño del Café,2019,"July 9th, 2020",Compañia Hondureña del Cafe S.A de c.v.,Catimor,Completed,Washed / Wet,7.5,7.33,7.08,7.17,7.5,7.25,10.0,10.0,10.0,7.17,0.0,81.0,10 %,0 full defects,0,Green,5 full defects,,"July 9th, 2021",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042
0,Taiwan,He Yu coffee farm,1,yes,,He Yu coffee farm,800,Heping District Sanchakeng,He Yu coffee farm,100,2 kg,Blossom Valley International宸嶧國際,2019,"October 14th, 2019",Blossom Valley International,Typica,Completed,Pulped natural / honey,7.17,7.25,7.33,7.17,7.33,7.25,10.0,10.0,10.0,7.42,0.0,80.92,8 %,0 full defects,0,Green,0 full defects,,"October 13th, 2020",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323
0,Colombia,Sucafina Colombia SAS,3-0960-00610,Sucafina Colombia SAS,3-0960-00610,Sucafina Colombia SAS,1300,HUILA,Sucafina Colombia SAS,275,70 kg,CQI Colombia SAS,2019,"February 12th, 2020",Sucafina Colombia SAS,Other,Completed,Washed / Wet,7.75,7.67,7.83,7.67,7.42,7.58,8.67,8.67,10.0,7.58,0.0,80.83,11 %,0 full defects,1,Green,3 full defects,,"February 11th, 2021",CQI Colombia SAS,Calle 120A No 3A - 47 - USAQUEN,Ana Maria Duque - 3219384156
0,Nicaragua,Aldea Global,P48161,Aldea Coffee,017/191/1841,Asociación Aldea Global Jinotega,1100,Matagalpa,Aldea Global,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2020,"July 14th, 2020",Asociación Aldea Global Jinotega,SHG,Completed,Washed / Wet,7.33,7.17,6.83,7.25,7.5,7.33,10.0,10.0,10.0,7.33,0.0,80.75,12 %,3 full defects,2,Green,12 full defects,,"July 14th, 2021",Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717
0,East Timor,TATANANNA,1,yes,,EnviroLink Corporation,1800,East Timor,none,167,60 kg,Blossom Valley International宸嶧國際,2019,"September 20th, 2019",Blossom Valley International,Typica,Completed,Washed / Wet,7.5,7.58,7.42,7.58,7.42,7.67,8.0,10.0,10.0,7.5,0.0,80.67,10 %,0 full defects,0,Green,0 full defects,,"September 19th, 2020",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323
0,El Salvador,TUXPAL,1,TUXPAL,09-392-97,Consejo Salvadoreño del Café,1200,Apaneca-Ilamatepec,"Tejemet, S.A. de C.V.",275,69 kg,Salvadoran Coffee Council,2019,"July 17th, 2020",Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,7.08,7.08,7.0,7.42,7.42,7.33,10.0,10.0,10.0,7.33,0.0,80.67,0 %,0 full defects,1,Green,6 full defects,,"July 17th, 2021",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600
0,Indonesia,"Pondokbaru, Benermeriah",ptraas no.2,"Pondokbaru, Benermeriah",15/3515/57 & 15/3515/58,PT Rajawali Artha Agro Sejahtera (PTRAAS),1200,sumatra,PT. Rajawali Artha Agro Sejahtera,320,60 kg,Specialty Coffee Association of Indonesia,2020,"August 19th, 2020",PTRAAS,Mandheling,Completed,Washed / Wet,7.25,7.42,7.0,7.08,7.17,7.08,10.0,10.0,10.0,7.08,0.0,80.08,13 %,0 full defects,5,Green,1 full defects,,"August 19th, 2021",Specialty Coffee Association of Indonesia,"Ministry of Agriculture Republic Indonesia, Build C 5th Floor wing B Room 515 . Jl. Harsono RM No. 3, Ragunan, South Jakarta, Jakarta",Mahardini Farizki - 081284251303 / 085780031543
0,Guatemala,LINDA VISTA,11-973-1040,HÚMEDO,11-973-1040,"MERCON GUATEMALA, S. A.",1800,SANTA ROSA,PABLO ARTURO CHUY FLORES,275,69 kg,Asociacion Nacional Del Café,2020,"August 21st, 2020",Byron Gonzalez,Catuai,Completed,Natural / Dry,7.0,7.08,7.0,7.17,7.25,7.0,10.0,10.0,10.0,7.08,0.0,79.58,11 %,0 full defects,1,Green,5 full defects,,"August 21st, 2021",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -
0,Brazil,Sítio Capoeira,Barbara Fernandes Malta,Natural,,Nestlé Brasil S/A,860,Mogiana,Barbara Fernandes Malta,5,300 kg,Brazil Specialty Coffee Association,2019,"September 22nd, 2019",Rodolfo Carneiro Climaco,Other,Completed,Natural / Dry,7.75,7.83,7.75,7.83,7.75,7.83,7.33,7.33,10.0,7.92,0.0,79.33,11 %,0 full defects,0,Bluish-Green,1 full defects,,"September 21st, 2020",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",Chris Allen - 55 35 3212-4705
0,Taiwan,He Yu Coffee Farm,2,yes,,Heyu high technology Co.Ltd,600,"Dongshi District, Taichung City",He Yu Coffee Farm,150,2 kg,Blossom Valley International宸嶧國際,2019,"November 13th, 2019",Blossom Valley International,Bourbon,Completed,Pulped natural / honey,7.08,7.17,7.0,6.92,6.83,7.0,10.0,10.0,10.0,7.0,0.0,79.0,11 %,0 full defects,0,Green,0 full defects,,"November 12th, 2020",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323
0,Brazil,Santa Rita de Cássia,0547/19,Alfenas,,Olam Specialty Coffee,1150,Carmo de MInas,Carlos Henrique Moreira Carvalho,300,18000 kg,Brazil Specialty Coffee Association,2019,"October 21st, 2019",Pedro Santos e Silva,Catuai,Completed,Natural / Dry,7.0,7.17,6.83,7.17,6.83,7.0,10.0,10.0,10.0,6.83,0.0,78.83,11 %,0 full defects,0,Bluish-Green,9 full defects,,"October 20th, 2020",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",Chris Allen - 55 35 3212-4705
0,Nicaragua,Aldea Global,P48161,Aldea Coffee,017/191/1841,Asociación Aldea Global Jinotega,1100,Matagalpa,Aldea Global,271,69 kg,Asociación de Cafés Especiales de Nicaragua,2020,"June 26th, 2020",Asociación Aldea Global Jinotega,SHG,Completed,Washed / Wet,7.17,6.67,6.42,7.08,7.17,6.92,10.0,10.0,10.0,6.92,0.0,78.33,13 %,0 full defects,0,Green,1 full defects,,"June 26th, 2021",Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717
